instance_id,genre
621,Hip-Hop
622,Folk
623,Blues
624,Comedy
625,Jazz
626,Opera
627,Pop
628,Blues
629,Folk
630,Hip-Hop
631,R&B
632,Hip-Hop
633,Folk
634,Folk
635,Hip-Hop
636,Jazz
637,Folk
638,Classical
639,Jazz
640,Blues
641,Hip-Hop
642,Pop
643,Classical
644,Opera
645,Folk
646,Hip-Hop
647,R&B
648,Classical
649,Opera
650,Alternative
651,Pop
652,Comedy
653,Pop
654,Folk
655,R&B
656,Hip-Hop
657,Folk
658,Classical
659,Opera
660,Comedy
661,Opera
662,Comedy
663,Alternative
664,Jazz
665,Jazz
666,Folk
667,Blues
668,R&B
669,Blues
670,Blues
671,Folk
672,Pop
673,Pop
674,Jazz
675,R&B
676,Folk
677,Hip-Hop
678,Alternative
679,Hip-Hop
680,Blues
681,Blues
682,Pop
683,Folk
684,Pop
685,Comedy
686,Blues
687,Alternative
688,Blues
689,Classical
690,Jazz
691,Pop
692,Comedy
693,Folk
694,Alternative
695,Classical
696,Comedy
697,Hip-Hop
698,Jazz
699,Hip-Hop
700,Blues
701,Blues
702,Pop
703,Blues
704,Folk
705,Folk
706,R&B
707,Classical
708,Folk
709,Pop
710,Classical
711,Classical
712,Comedy
713,Comedy
714,Opera
715,Blues
716,R&B
717,Comedy
718,Alternative
719,Opera
720,Blues
721,Blues
722,Folk
723,Folk
724,Classical
725,Pop
726,Comedy
727,R&B
728,Jazz
729,R&B
730,Comedy
731,Folk
732,Hip-Hop
733,Blues
734,Folk
735,Opera
736,Hip-Hop
737,Jazz
738,Blues
739,Opera
740,Jazz
741,R&B
742,Blues
743,Hip-Hop
744,Folk
745,Folk
746,Alternative
747,Classical
748,Opera
749,Folk
750,Classical
751,Pop
752,Pop
753,R&B
754,R&B
755,Jazz
756,Hip-Hop
757,Comedy
758,Pop
759,Jazz
760,Blues
761,R&B
762,Hip-Hop
763,Jazz
764,R&B
765,Pop
766,Opera
767,Pop
768,Alternative
769,Blues
770,Hip-Hop
771,Opera
772,Comedy
773,Folk
774,R&B
775,Hip-Hop
776,Pop
777,Jazz
778,Blues
779,Jazz
780,Opera
781,Opera
782,Alternative
783,Jazz
784,Folk
785,Jazz
786,Alternative
787,Folk
788,Opera
789,Opera
790,Blues
791,Hip-Hop
792,Classical
793,Classical
794,Folk
795,Comedy
796,R&B
797,Folk
798,Blues
799,R&B
800,Comedy
801,Comedy
802,Comedy
803,Hip-Hop
804,Hip-Hop
805,R&B
806,Alternative
807,Opera
808,Blues
809,Pop
810,Pop
811,Pop
812,Blues
813,R&B
814,Pop
815,Alternative
816,Pop
817,Pop
818,Classical
819,Blues
820,Opera
821,Blues
822,Blues
823,Hip-Hop
824,Comedy
825,Pop
826,Classical
827,Folk
828,Classical
829,Hip-Hop
830,Blues
831,R&B
832,R&B
833,R&B
834,Opera
835,Alternative
836,Folk
837,R&B
838,Opera
839,Comedy
840,Pop
841,Comedy
842,Jazz
843,Classical
844,Folk
845,Opera
846,Opera
847,Alternative
848,Opera
849,Alternative
850,Alternative
851,Alternative
852,Hip-Hop
853,Pop
854,R&B
855,Folk
856,R&B
857,Opera
858,Jazz
859,Comedy
860,Folk
861,Classical
862,Opera
863,Classical
864,Opera
865,Classical
866,Hip-Hop
867,Hip-Hop
868,R&B
869,Opera
870,Classical
871,Folk
872,R&B
873,R&B
874,Pop
875,Alternative
876,Comedy
877,Hip-Hop
878,Jazz
879,Pop
880,Blues
881,Comedy
882,Comedy
883,Pop
884,Alternative
885,R&B
886,Opera
887,Pop
888,Classical
889,Alternative
890,Folk
891,Pop
892,Pop
893,Alternative
894,Blues
895,Hip-Hop
896,Hip-Hop
897,R&B
898,Folk
899,Opera
900,Jazz
901,Hip-Hop
902,Opera
903,Comedy
904,Opera
905,Opera
906,Alternative
907,Folk
908,Jazz
909,Comedy
910,Comedy
911,Classical
912,Folk
913,R&B
914,Pop
915,Classical
916,Opera
917,Hip-Hop
918,R&B
919,Alternative
920,R&B
921,R&B
922,R&B
923,R&B
924,Hip-Hop
925,Alternative
926,Pop
927,Hip-Hop
928,Folk
929,Pop
930,Hip-Hop
931,R&B
932,Classical
933,Jazz
934,Pop
935,R&B
936,Jazz
937,Comedy
938,Alternative
939,Blues
940,Pop
941,Classical
942,Comedy
943,Blues
944,Blues
945,Folk
946,Blues
947,Alternative
948,Blues
949,Hip-Hop
950,Classical
951,Hip-Hop
952,Folk
953,Pop
954,Opera
955,Opera
956,Opera
957,Pop
958,Classical
959,Folk
960,R&B
961,Comedy
962,Jazz
963,R&B
964,Folk
965,Classical
966,Hip-Hop
967,Hip-Hop
968,R&B
969,Classical
970,Opera
971,Comedy
972,Opera
973,Blues
974,Classical
975,Pop
976,Comedy
977,Pop
978,Alternative
979,Blues
980,Opera
981,Hip-Hop
982,Classical
983,Folk
984,Pop
985,Jazz
986,Comedy
987,Pop
988,Hip-Hop
989,Jazz
990,Folk
991,Opera
992,Jazz
993,Pop
994,Hip-Hop
995,Hip-Hop
996,Pop
997,Alternative
998,Classical
999,Classical
1000,Hip-Hop
1001,Pop
1002,Pop
1003,Folk
1004,Comedy
1005,Blues
1006,Comedy
1007,Jazz
1008,Opera
1009,R&B
1010,Blues
1011,Jazz
1012,Folk
1013,Opera
1014,Hip-Hop
1015,Blues
1016,Classical
1017,Alternative
1018,R&B
1019,Pop
1020,Jazz
1021,Blues
1022,Pop
1023,Hip-Hop
1024,Pop
1025,Pop
1026,Alternative
1027,Comedy
1028,Classical
1029,R&B
1030,Comedy
1031,Pop
1032,Alternative
1033,Opera
1034,Hip-Hop
1035,R&B
1036,Classical
1037,Comedy
1038,Classical
1039,Classical
1040,Opera
1041,Opera
1042,Pop
1043,Opera
1044,Pop
1045,Opera
1046,Hip-Hop
1047,Blues
1048,Blues
1049,Folk
1050,Hip-Hop
1051,Jazz
1052,Blues
1053,Classical
1054,Comedy
1055,Blues
1056,Hip-Hop
1057,Classical
1058,Pop
1059,Classical
1060,R&B
1061,Classical
1062,R&B
1063,Hip-Hop
1064,Jazz
1065,Folk
1066,R&B
1067,Folk
1068,Comedy
1069,Classical
1070,Classical
1071,Classical
1072,Blues
1073,Blues
1074,Alternative
1075,Hip-Hop
1076,Jazz
1077,Jazz
1078,Alternative
1079,Comedy
1080,Hip-Hop
1081,R&B
1082,Alternative
1083,Jazz
1084,Folk
1085,Opera
1086,Pop
1087,Hip-Hop
1088,Classical
1089,Blues
1090,Jazz
1091,Alternative
1092,R&B
1093,R&B
1094,R&B
1095,Pop
1096,Opera
1097,Hip-Hop
1098,Pop
1099,Comedy
1100,Jazz
1101,Blues
1102,Folk
1103,Pop
1104,Blues
1105,Folk
1106,Classical
1107,Blues
1108,R&B
1109,Blues
1110,Jazz
1111,Comedy
1112,Pop
1113,Comedy
1114,Blues
1115,Hip-Hop
1116,Blues
1117,R&B
1118,Alternative
1119,Jazz
1120,Opera
1121,Comedy
1122,R&B
1123,Alternative
1124,Jazz
1125,Hip-Hop
1126,Alternative
1127,Comedy
1128,Alternative
1129,Opera
1130,Comedy
1131,Pop
1132,Jazz
1133,Hip-Hop
1134,Hip-Hop
1135,Alternative
1136,Hip-Hop
1137,Folk
1138,Opera
1139,Comedy
1140,R&B
1141,Pop
1142,Comedy
1143,Folk
1144,Folk
1145,Opera
1146,Hip-Hop
1147,Opera
1148,Hip-Hop
1149,Pop
1150,Folk
1151,Pop
1152,Hip-Hop
1153,Pop
1154,Comedy
1155,Pop
1156,Opera
1157,Opera
1158,Jazz
1159,Pop
1160,Jazz
1161,Jazz
1162,Folk
1163,Jazz
1164,R&B
1165,Hip-Hop
1166,Classical
1167,R&B
1168,R&B
1169,Folk
1170,Classical
1171,Hip-Hop
1172,Folk
1173,Folk
1174,Jazz
1175,Jazz
1176,Classical
1177,Hip-Hop
1178,Comedy
1179,Comedy
1180,Pop
1181,Comedy
1182,Folk
1183,Folk
1184,Folk
1185,Hip-Hop
1186,Folk
1187,Opera
1188,Alternative
1189,Pop
1190,Comedy
1191,Alternative
1192,Pop
1193,Folk
1194,Comedy
1195,Comedy
1196,Comedy
1197,Hip-Hop
1198,Pop
1199,Opera
1200,Blues
1201,Hip-Hop
1202,Folk
1203,Folk
1204,Pop
1205,Jazz
1206,Folk
1207,R&B
1208,Alternative
1209,Blues
1210,Blues
1211,Blues
1212,Comedy
1213,Opera
1214,Alternative
1215,Folk
1216,Pop
1217,Alternative
1218,Folk
1219,Blues
1220,Comedy
1221,Hip-Hop
1222,Pop
1223,Pop
1224,Classical
1225,Blues
1226,Blues
1227,R&B
1228,Folk
1229,Folk
1230,Alternative
1231,Alternative
1232,Folk
1233,Folk
1234,Classical
1235,Comedy
1236,Pop
1237,Folk
1238,Blues
1239,Opera
1240,Folk
1241,Opera
1242,Pop
1243,Pop
1244,Classical
1245,Classical
1246,Comedy
1247,Pop
1248,Pop
1249,Pop
1250,Pop
1251,Blues
1252,Pop
1253,Blues
1254,Pop
1255,Folk
1256,R&B
1257,Classical
1258,Jazz
1259,Classical
1260,Jazz
1261,R&B
1262,Alternative
1263,Opera
1264,Folk
1265,Folk
1266,R&B
1267,Comedy
1268,Alternative
1269,Folk
1270,Pop
1271,R&B
1272,Opera
1273,Hip-Hop
1274,Classical
1275,Jazz
1276,Jazz
1277,Comedy
1278,Jazz
1279,R&B
1280,Comedy
1281,Folk
1282,Opera
1283,Pop
1284,Folk
1285,Classical
1286,Pop
1287,Jazz
1288,Hip-Hop
1289,Pop
1290,R&B
1291,Comedy
1292,Jazz
1293,Pop
1294,Folk
1295,Alternative
1296,Alternative
1297,Opera
1298,Pop
1299,Hip-Hop
1300,R&B
1301,Folk
1302,Folk
1303,Blues
1304,Opera
1305,Blues
1306,R&B
1307,Hip-Hop
1308,Hip-Hop
1309,Alternative
1310,Pop
1311,Jazz
1312,Hip-Hop
1313,Blues
1314,Comedy
1315,Comedy
1316,Blues
1317,Pop
1318,Pop
1319,Opera
1320,Classical
1321,R&B
1322,Opera
1323,Folk
1324,Classical
1325,Jazz
1326,Comedy
1327,Hip-Hop
1328,Blues
1329,Jazz
1330,Opera
1331,Pop
1332,Hip-Hop
1333,Pop
1334,Hip-Hop
1335,R&B
1336,Hip-Hop
1337,R&B
1338,Alternative
1339,Classical
1340,Pop
1341,Blues
1342,Opera
1343,Opera
1344,R&B
1345,Blues
1346,Classical
1347,Opera
1348,Opera
1349,Hip-Hop
1350,Hip-Hop
1351,Opera
1352,Hip-Hop
1353,Opera
1354,Pop
1355,Comedy
1356,Folk
1357,R&B
1358,R&B
1359,Blues
1360,R&B
1361,Folk
1362,Classical
1363,Pop
1364,Pop
1365,Blues
1366,R&B
1367,Classical
1368,Opera
1369,Classical
1370,Hip-Hop
1371,Alternative
1372,Jazz
1373,Hip-Hop
1374,R&B
1375,Classical
1376,Comedy
1377,Pop
1378,R&B
1379,Opera
1380,Opera
1381,Blues
1382,R&B
1383,Folk
1384,Pop
1385,Jazz
1386,Pop
1387,Comedy
1388,Folk
1389,Hip-Hop
1390,Comedy
1391,Pop
1392,Pop
1393,Jazz
1394,Opera
1395,R&B
1396,Alternative
1397,Opera
1398,Blues
1399,Folk
1400,Jazz
1401,R&B
1402,R&B
1403,Pop
1404,Blues
1405,Hip-Hop
1406,Pop
1407,Hip-Hop
1408,Opera
1409,Jazz
1410,Blues
1411,Blues
1412,Jazz
1413,R&B
1414,Blues
1415,Folk
1416,Opera
1417,Comedy
1418,Pop
1419,R&B
1420,Opera
1421,Blues
1422,Comedy
1423,Jazz
1424,Classical
1425,Jazz
1426,R&B
1427,Hip-Hop
1428,Jazz
1429,Opera
1430,Jazz
1431,Jazz
1432,R&B
1433,Hip-Hop
1434,Folk
1435,Jazz
1436,Folk
1437,Folk
1438,Opera
1439,Comedy
1440,Comedy
1441,Blues
1442,Opera
1443,Folk
1444,Opera
1445,Jazz
1446,Comedy
1447,Pop
1448,R&B
1449,R&B
1450,Opera
1451,Alternative
1452,Hip-Hop
1453,Classical
1454,Hip-Hop
1455,Hip-Hop
1456,Alternative
1457,Comedy
1458,Hip-Hop
1459,Pop
1460,Comedy
1461,Alternative
1462,Folk
1463,Pop
1464,Opera
1465,Comedy
1466,Opera
1467,Comedy
1468,Jazz
1469,Jazz
1470,Pop
1471,Opera
1472,Pop
1473,Opera
1474,Folk
1475,Hip-Hop
1476,Jazz
1477,R&B
1478,Jazz
1479,Hip-Hop
1480,Blues
1481,Jazz
1482,Hip-Hop
1483,Classical
1484,Opera
1485,Folk
1486,Classical
1487,Opera
1488,Folk
1489,Hip-Hop
1490,Classical
1491,Classical
1492,R&B
1493,Opera
1494,Pop
1495,Alternative
1496,Folk
1497,Blues
1498,Folk
1499,Folk
1500,Folk
1501,Alternative
1502,Opera
1503,Opera
1504,Pop
1505,Folk
1506,Classical
1507,Folk
1508,Opera
1509,Opera
1510,Blues
1511,Comedy
1512,Jazz
1513,R&B
1514,Jazz
1515,Blues
1516,Comedy
1517,Folk
1518,Folk
1519,Comedy
1520,Comedy
1521,Alternative
1522,Alternative
1523,Blues
1524,Jazz
1525,Blues
1526,Blues
1527,Hip-Hop
1528,Pop
1529,Opera
1530,Pop
1531,Comedy
1532,Hip-Hop
1533,Folk
1534,Alternative
1535,Pop
1536,R&B
1537,Alternative
1538,Pop
1539,Hip-Hop
1540,Blues
1541,Classical
1542,Comedy
1543,Jazz
1544,Classical
1545,Alternative
1546,Alternative
1547,Classical
1548,Opera
1549,Alternative
1550,Alternative
1551,Classical
1552,Pop
1553,Pop
1554,Pop
1555,Pop
1556,Opera
1557,Folk
1558,Alternative
1559,Opera
1560,Folk
1561,Opera
1562,Opera
1563,Alternative
1564,Blues
1565,Jazz
1566,Blues
1567,Blues
1568,Classical
1569,Hip-Hop
1570,Opera
1571,Comedy
1572,Blues
1573,Alternative
1574,Jazz
1575,R&B
1576,Folk
1577,Classical
1578,Comedy
1579,Opera
1580,Jazz
1581,Pop
1582,Folk
1583,Opera
1584,Pop
1585,Pop
1586,Hip-Hop
1587,Pop
1588,Jazz
1589,Opera
1590,Opera
1591,Blues
1592,Folk
1593,Opera
1594,Folk
1595,Pop
1596,Alternative
1597,Jazz
1598,Blues
1599,R&B
1600,Folk
1601,Folk
1602,Blues
1603,Blues
1604,Blues
1605,Hip-Hop
1606,Classical
1607,Alternative
1608,Jazz
1609,Opera
1610,Hip-Hop
1611,Opera
1612,Alternative
1613,Alternative
1614,Folk
1615,Pop
1616,Folk
1617,Alternative
1618,Jazz
1619,Opera
1620,Hip-Hop
1621,Jazz
1622,Folk
1623,Classical
1624,Classical
1625,Opera
1626,Comedy
1627,Folk
1628,Alternative
1629,Folk
1630,Classical
1631,Hip-Hop
1632,Opera
1633,Alternative
1634,Hip-Hop
1635,Pop
1636,Alternative
1637,Pop
1638,Folk
1639,Opera
1640,Alternative
1641,Blues
1642,R&B
1643,Folk
1644,Classical
1645,Opera
1646,Hip-Hop
1647,Classical
1648,Pop
1649,Classical
1650,Comedy
1651,Folk
1652,Pop
1653,Pop
1654,Blues
1655,Pop
1656,Classical
1657,R&B
1658,Pop
1659,Alternative
1660,Jazz
1661,Pop
1662,Jazz
1663,Opera
1664,Comedy
1665,Opera
1666,Classical
1667,Alternative
1668,Hip-Hop
1669,Pop
1670,Blues
1671,Folk
1672,Comedy
1673,Opera
1674,Alternative
1675,R&B
1676,Pop
1677,Pop
1678,Opera
1679,Alternative
1680,Alternative
1681,Blues
1682,Jazz
1683,Jazz
1684,Classical
1685,Classical
1686,Blues
1687,Classical
1688,Opera
1689,Folk
1690,Alternative
1691,Blues
1692,Jazz
1693,R&B
1694,Pop
1695,R&B
1696,Classical
1697,Blues
1698,Classical
1699,Jazz
1700,Folk
1701,Classical
1702,Opera
1703,Alternative
1704,Pop
1705,R&B
1706,Folk
1707,Folk
1708,Pop
1709,Pop
1710,Pop
1711,Hip-Hop
1712,Comedy
1713,Jazz
1714,Hip-Hop
1715,Alternative
1716,Hip-Hop
1717,Pop
1718,Opera
1719,Jazz
1720,Jazz
1721,Hip-Hop
1722,Classical
1723,Comedy
1724,Hip-Hop
1725,Comedy
1726,R&B
1727,Blues
1728,Pop
1729,Pop
1730,Alternative
1731,Pop
1732,R&B
1733,Hip-Hop
1734,Blues
1735,Jazz
1736,Classical
1737,Alternative
1738,Pop
1739,R&B
1740,Blues
1741,Opera
1742,Alternative
1743,Hip-Hop
1744,Blues
1745,Pop
1746,Blues
1747,Folk
1748,Pop
1749,Alternative
1750,Opera
1751,Blues
1752,Alternative
1753,Opera
1754,Jazz
1755,Alternative
1756,Opera
1757,Classical
1758,Comedy
1759,Opera
1760,Classical
1761,Comedy
1762,Comedy
1763,Pop
1764,Pop
1765,Opera
1766,Hip-Hop
1767,Blues
1768,Opera
1769,Jazz
1770,Opera
1771,R&B
1772,Blues
1773,Opera
1774,Opera
1775,Jazz
1776,Classical
1777,Hip-Hop
1778,R&B
1779,Jazz
1780,Hip-Hop
1781,Folk
1782,Blues
1783,Comedy
1784,Pop
1785,Comedy
1786,Pop
1787,Opera
1788,Pop
1789,Alternative
1790,Comedy
1791,Pop
1792,R&B
1793,Blues
1794,Comedy
1795,Blues
1796,Alternative
1797,Comedy
1798,Pop
1799,Hip-Hop
1800,Folk
1801,Classical
1802,Alternative
1803,Blues
1804,Jazz
1805,Folk
1806,R&B
1807,Folk
1808,Jazz
1809,Classical
1810,R&B
1811,Pop
1812,Pop
1813,Classical
1814,Blues
1815,Jazz
1816,Pop
1817,Hip-Hop
1818,Alternative
1819,Blues
1820,Classical
1821,Pop
1822,Folk
1823,Folk
1824,R&B
1825,Opera
1826,R&B
1827,Hip-Hop
1828,Hip-Hop
1829,Jazz
1830,R&B
1831,Jazz
1832,Comedy
1833,Hip-Hop
1834,Folk
1835,Folk
1836,Jazz
1837,Blues
1838,Folk
1839,Folk
1840,Alternative
1841,Alternative
1842,Opera
1843,Pop
1844,Jazz
1845,Pop
1846,Folk
1847,Hip-Hop
1848,Pop
1849,Pop
1850,Comedy
1851,R&B
1852,Classical
1853,Hip-Hop
1854,Opera
1855,Pop
1856,Alternative
1857,Alternative
1858,Classical
1859,Classical
1860,Comedy
1861,Opera
1862,Pop
1863,Pop
1864,Classical
1865,Classical
1866,Folk
1867,Alternative
1868,Pop
1869,Folk
1870,Folk
1871,Jazz
1872,Classical
1873,Alternative
1874,Opera
1875,Hip-Hop
1876,Hip-Hop
1877,Blues
1878,R&B
1879,Pop
1880,Comedy
1881,Pop
1882,Hip-Hop
1883,Comedy
1884,Hip-Hop
1885,Hip-Hop
1886,Pop
1887,Blues
1888,Hip-Hop
1889,R&B
1890,Blues
1891,Classical
1892,Pop
1893,R&B
1894,Opera
1895,Comedy
1896,Hip-Hop
1897,Folk
1898,Blues
1899,Blues
1900,Pop
1901,Pop
1902,R&B
1903,Hip-Hop
1904,Opera
1905,Opera
1906,Jazz
1907,Pop
1908,Blues
1909,Comedy
1910,Classical
1911,Jazz
1912,Alternative
1913,Folk
1914,Alternative
1915,Opera
1916,Pop
1917,Pop
1918,Jazz
1919,Folk
1920,Hip-Hop
1921,Folk
1922,Pop
1923,Comedy
1924,Blues
1925,Pop
1926,Pop
1927,Classical
1928,Comedy
1929,Folk
1930,Pop
1931,Blues
1932,Jazz
1933,Pop
1934,Alternative
1935,R&B
1936,Hip-Hop
1937,Jazz
1938,Folk
1939,Hip-Hop
1940,Opera
1941,Pop
1942,Pop
1943,Folk
1944,Classical
1945,Alternative
1946,R&B
1947,Opera
1948,Classical
1949,Pop
1950,Pop
1951,Folk
1952,Folk
1953,Alternative
1954,Hip-Hop
1955,Pop
1956,Classical
1957,Hip-Hop
1958,R&B
